Date,File,S0,Contract,ContractExpiryDate,Maturity,Rf
2020/11/16,o20201116.csv,"13,551.83",202011,2020/11/18,2,0.0084
2020/11/17,o20201117.csv,"13,593.01",202011,2020/11/18,1,0.0084
2020/11/18,o20201118.csv,"13,773.29",202012,2020/12/16,28,0.0084
2020/11/19,o20201119.csv,"13,722.43",202012,2020/12/16,27,0.0084
2020/11/20,o20201120.csv,"13,716.44",202012,2020/12/16,26,0.0084
2020/11/23,o20201123.csv,"13,878.01",202012,2020/12/16,23,0.0084
2020/11/24,o20201124.csv,"13,807.13",202012,2020/12/16,22,0.0084
2020/11/25,o20201125.csv,"13,738.83",202012,2020/12/16,21,0.0084
2020/11/26,o20201126.csv,"13,845.66",202012,2020/12/16,20,0.0084
2020/11/27,o20201127.csv,"13,867.09",202012,2020/12/16,19,0.0084
2020/11/30,o20201130.csv,"13,722.89",202012,2020/12/16,16,0.0084
2020/12/01,o20201201.csv,"13,885.67",202012,2020/12/16,15,0.0084
2020/12/02,o20201202.csv,"13,989.14",202012,2020/12/16,14,0.0084
2020/12/03,o20201203.csv,"13,977.09",202012,2020/12/16,13,0.0084
2020/12/04,o20201204.csv,"14,132.44",202012,2020/12/16,12,0.0084
2020/12/07,o20201207.csv,"14,256.60",202012,2020/12/16,9,0.0084
2020/12/08,o20201208.csv,"14,360.40",202012,2020/12/16,8,0.0084
2020/12/09,o20201209.csv,"14,390.14",202012,2020/12/16,7,0.0084
2020/12/10,o20201210.csv,"14,249.49",202012,2020/12/16,6,0.0084
2020/12/11,o20201211.csv,"14,261.69",202012,2020/12/16,5,0.0084
2020/12/14,o20201214.csv,"14,211.05",202012,2020/12/16,2,0.0084
2020/12/15,o20201215.csv,"14,068.52",202012,2020/12/16,1,0.0084
2020/12/16,o20201216.csv,"14,304.46",202101,2021/1/20,35,0.0084
2020/12/17,o20201217.csv,"14,258.93",202101,2021/1/20,34,0.0084
2020/12/18,o20201218.csv,"14,249.96",202101,2021/1/20,33,0.0084
2020/12/21,o20201221.csv,"14,384.96",202101,2021/1/20,30,0.0084
2020/12/22,o20201222.csv,"14,177.46",202101,2021/1/20,29,0.0084
2020/12/23,o20201223.csv,"14,223.09",202101,2021/1/20,28,0.0084
2020/12/24,o20201224.csv,"14,280.28",202101,2021/1/20,27,0.0084
2020/12/25,o20201225.csv,"14,331.42",202101,2021/1/20,26,0.0084
2020/12/28,o20201228.csv,"14,483.07",202101,2021/1/20,23,0.0084
2020/12/29,o20201229.csv,"14,472.05",202101,2021/1/20,22,0.0084
2020/12/30,o20201230.csv,"14,687.70",202101,2021/1/20,21,0.0084
2020/12/31,o20201231.csv,"14,732.53",202101,2021/1/20,20,0.0084
